ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
LCA,Saint Lucia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,477.7707825,501.4608154,509.5072021,517.2855835,506.7245789,493.1112061,635.6390991,700.9718018,845.9244995,850.2600098,801.880188,743.2071533,774.9625854,813.9981079,877.2794189,917.1555176,1038.719604,1118.852783,1173.45459,1182.811523,1263.238647,1254.537598,1261.258789,1273.177734,1182.893677,1331.192383,1514.568237,1396.48877,1415.994507,1409.397583,1461.228027,1224.984741,1227.978882,1435.410034,1620.40564,1673.679077,1310.22876,1807.034912,2061.358398,2278.727539,1933.521118,2431.376709,2376.955566,1934.290649,2568.602783,2211.438232,2227.513428,2159.780029,2560.924316,2625.148926
LKA,Sri Lanka,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),20831.8457,22490.27148,21598.93945,22123.59375,23637.39063,25498.57422,23616.30273,24513.74023,25769.20898,26960.2832,28567.01172,28576.34961,30848.46289,29740.66602,31465.86133,31255.56055,33984.55078,34522.49609,37667.16797,40160.10156,41391.06641,41149.92188,42320.07031,44630.69141,47185.90625,45928.85547,42617.78516,41403.41797,41535.27344,37983.77344,38075.29297,41054.25,40977.73828,41829.95313,42801.42578,46351.19531,50137.26563,52554.86328,53874.87891,56065.15234,58189.40625,59895.76953,64035.99219,69511.53125,75101.96094,76670.22656,80176.33594,83972.73438,90468.84375,90717.40625,92007.53125,92324.60156,98864.10156,107088.7969,110975.0391,114919.8984,127489.0234,139735.7969,150910.0469,168472.375,186865.3906,210534.5938,232954.2969,239260.1719,242914.2188,251105.9688,263507.5625,269025.3438,275559.375,283475.25
LSO,Lesotho,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,717.0235596,743.5335693,884.571228,987.4537964,1059.622437,1087.53125,1162.169434,1267.442505,1277.96521,1278.885864,1334.67749,1247.908081,1534.857666,1865.82959,1906.575806,1895.579102,2237.568115,2486.775146,2780.88208,2539.354004,2228.575928,2323.977783,2501.004639,2473.40625,2553.31543,2674.525879,2772.713135,3004.082275,3445.464844,3780.2146,3963.308594,4209.089355,4026.933838,4480.157715,4496.012207,4758.458496,5247.605469,5389.805176,4756.512207,4829.226074,4802.649414,5110.680664,5192.294434,5299.492188,5310.610352,5412.782227,5587.854004,5442.629395,5943.51123,5922.448242,5296.06543,5309.412109,5679.789551,5997.996094,6358.498535,6879.822754,6714.352051,6344.624023,5691.67627,5820.875
LTU,Lithuania,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50956.00781,41806.55859,36545.91406,33258.58594,30656.64453,32412.21875,33241.54297,35230.51953,37029.44922,38508.90625,41297.87109,43889.99609,45124.1875,50024.42969,50661.23438,55738.25781,59938.14063,65203.19531,67237.79688,59993.36328,63826.67188,70435.67969,74366.47656,75088.48438,76719.39844,79158.8125,81780.26563,84886.65625,86851.27344,90408.30469
LUX,Luxembourg,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),4043.380371,4197.038086,4690.179688,4333.826172,4207.418457,4514.647949,5010.07373,5168.865723,5152.424805,5194.103027,5077.375,5145.308105,5441.189941,5532.891602,6006.952148,6156.631348,6347.79834,6693.458496,7106.987305,8145.052246,8175.135254,7902.874512,8529.408203,9317.55957,9124.899414,7896.910645,8494.101563,8537.513672,8998.345703,9137.271484,8743.459961,8304.75293,8532.860352,8690.288086,8630.670898,9022.054688,10539.34375,10914.73438,12079.19824,13701.31348,14362.89355,16431.33594,16408.08203,17401.57227,18506.9707,18621.78711,18870.11328,20985.77148,23497.51953,26349.6543,29054.38672,27236.6582,26749.86133,25846.93359,24248.93164,28036.05078,29555.55273,32315.49414,30619.79102,30245.91016,33587.26563,32878.64844,34384.85547,34223.26172,40866.98828,46308.83594,50335.58594,53625.59375,53694.125,56199.69141
LVA,Latvia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41376.82031,36599.4375,26812.68945,23197.33789,23017.21875,22215.46875,22079.90625,22789.17383,24227.84961,25211.58008,26622.42383,28525.32813,29791.60742,30723.18164,32061.30273,35613.36328,38283.66016,41951.98047,43520.92969,38695.57031,39629.46875,43238.46484,44669.38672,44681.11719,45924.1875,48835.0625,50256.3125,52996.41016,55142.48438,56482.9375
MAC,"China, Macao SAR",cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,1701.979126,1835.192993,1985.110962,2449.621582,2491.788574,2701.479248,2812.866211,3051.519531,3320.556885,3505.023682,3659.126709,3922.516357,4058.794678,4656.087402,5015.776855,5077.284668,5610.407227,6621.106445,7360.917969,7880.881836,9046.444336,10270.22852,11644.7041,12502.57813,13223.05762,13925.60254,13600.33691,13601.87988,13172.83887,13044.69336,13882.01563,14289.18457,15855.9375,18512.47852,23325.16406,24486.49414,28716.69141,34315.91016,38168.69531,42484.69922,56393.85547,76564.57031,81122.66406,82522.19531,85401.92188,59404.25,55724.42969,58560.04688,62849.67578,60140.26172
MAR,Morocco,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),12662.17871,12504.02441,13571.12988,14089.15039,14881.32227,14721.41309,15012.70898,14832.19434,15969.2168,16668.82031,16707.80078,21747.33984,25322.79297,29653.5332,31584.80078,31295.09375,30465.66211,31695.94922,34054.38672,38094.73047,36174.97656,38592.23047,39485.96094,40279.24609,42640.5,45060.51172,49967.26563,51660.46484,54833.19531,57708.76172,58014.74609,59142.41797,66768.14063,71635.39063,77479.91406,85748.98438,95356.66406,98064.35938,109355.5781,111863.2344,113853.3047,127608.7344,127907.4453,129595.9766,145215.2188,143502.8594,167404.1875,155038.3125,156128.3125,149820.4219,144336.3594,147611.9375,146317.3281,151853.3125,151337.7031,149326.4531,162307.1094,171309.1094,191399.7969,210945.3281,223078.3906,248554.0781,254961.5469,256110.375,244631.3438,262846.1563,264057.2188,270101.9063,279463.625,289744.2188
MDA,Republic of Moldova,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26286.51758,25014.78125,14722.40234,14924.36621,13439.49512,14015.10156,13536.60352,12793.39063,11582.84863,9740.655273,10512.12207,11053.59375,12211.69043,13591.21094,14303.37988,15875.76563,17040.73828,17336.10742,18071.84961,18138.42578,20501.48438,23495.16602,25714.87109,26723.18555,28910.35156,30041.52344,32387.6582,36924.19141,37603.55469,38440.00781
MDG,Madagascar,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,7697.745605,8197.21582,8776.742188,8795.304688,8947.623047,8920.957031,9458.685547,10017.33203,10926.27539,11370.55078,12035.2373,12547.5957,12309.0625,11835.4873,11728.23145,11746.96387,11885.77637,12133.2002,11881.64453,12657.07422,12834.84277,12519.76758,12720.90332,13374.26367,13769.2998,14552.81641,17570.73047,16099.57129,16000.35352,15594.98926,16222.5957,15208.38574,14718.08008,15004.64551,15059.45313,15656.55371,16445.99609,17112.83594,17982.67773,18972.59961,19715.62695,20887.85742,19266.19531,21697.86914,23682.81055,25332.87305,26807.97266,27955.7832,31439.41992,31479.08008,34764.19922,38067.08203,38799.78516,38779.10938,38483.16797,39633.58203,41640.10156,41732.61328,40615.73047,41620.14844
MDV,Maldives,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,310.9900818,330.6906433,340.3435059,339.655365,342.8451538,318.5779114,344.1890259,364.5235596,391.0737,410.4367981,524.0673828,504.8234863,734.3972168,589.8704224,701.2542725,779.9993286,893.6646118,1046.769775,1154.383423,1276.438843,1470.290527,1607.443848,1563.944946,1626.790771,1733.232056,1712.351563,1864.728271,1934.078491,2144.82251,2176.422119,2454.723389,2536.304688,2859.970459,3365.63208,4312.772461,4007.939453,5707.585449,6986.395508,6655.15625,4956.288574,5159.835449,6972.034668,7376.410156,7911.169434,8786.772461,8138.961426,8796.375,9560.704102,9476.319336,10408.5918
MEX,Mexico,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),139605.5625,150291.5938,157435.5156,155605.4688,172522.0625,184785.5625,196361.875,210485.9844,221343.3281,226009.8594,243282.6719,250905.2969,260819.2031,284272.2813,321208.5,337554.625,358321,378598.7813,411231.0625,426929.9688,454667.5625,474082.9063,511869.6875,552544.875,590581.3125,624746.5625,658495,684272.625,748640.5625,830758.125,922787.5,995977.0625,988052.1875,928773.1875,953340.375,965029.0625,902337.8125,914322.0625,915249.5625,951004.125,1016815.813,1054943.25,1094698.5,1102377.875,1148248.25,1088848.5,1113606,1200243.75,1300408,1343884,1434026.25,1435459.5,1424726.125,1435818.25,1527047.125,1617205.5,1689580.25,1744774.375,1782790.375,1744137.25,1893604.625,2070924.75,2161992.25,2172396.5,2198714.25,2246320,2329195,2363270.5,2423354.75,2391290
MKD,North Macedonia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12107.60547,11974.66699,11176.99316,11229.54004,11409.66797,11658.22559,11705.39746,12207.84277,12937.875,14146.21777,15532.22949,16177.04199,16283.52832,16514.44922,17334.25586,18912.19141,20217.33789,21316.04492,23488.19727,24869.52344,25561.91992,25663.50781,26497.51172,26628.84375,28000.45898,29775.37305,31519.10938,31720.14063,31835.25195,33106.08594
MLI,Mali,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,3458.330322,3499.352783,3543.644043,3473.32959,2800.25293,3061.815186,3080.281982,3216.688477,3505.890869,3605.028809,3826.452148,3965.505127,3473.380859,3546.111084,3463.664063,3780.080078,4201.757813,4372.577148,4333.851563,4934.805176,4765.453613,5457.249512,5986.356934,5976.466797,5676.782715,7513.03125,7635.364746,6971.115234,5964.338867,6200.092285,6151.488281,6735.916016,6240.923828,6595.605469,6646.675781,9128.212891,11618.31641,12489.93066,13016.52344,14057.35742,14710.99023,16175.11133,16509.20117,18389.9707,17111.58594,18517.55273,21106.48633,21594.58203,23716.31641,28724.52734,30213.75977,30694.1582,30121.74414,31613.32813,34252.20313,34512.18359,38827.28516,41476.11719,45367.31641,48250.6875
MLT,Malta,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,141.6377411,147.8726196,192.5044556,182.2794037,268.0344238,306.9707947,109.7817307,142.549408,293.4160767,52.92269135,263.1828613,617.4130249,720.0622559,807.7124023,927.4054565,994.2763062,1116.507202,1214.083984,1355.87793,1452.316895,1454.46521,1818.532471,2230.520996,2468.091064,2887.615723,3119.915039,3039.574707,3404.554443,3752.321533,3706.319824,3688.483154,3794.887207,3958.875244,4070.537354,4456.702637,4875.012695,4923.504395,5558.573242,5165.228027,5505.627441,5899.614258,5991.283691,5973.342773,7004.583984,7536.969727,7925.599121,9572.483398,8481.098633,8759.280273,9328.272461,8962.458008,9527.700195,9767.764648,10458.95605,10163.17578,10497.23242,10797.82324,11139.83789,11312.69531,11336.60059,11901.625,14459.39746,15003.34375,15395.13086,17013.93945,17330.59766
MMR,Myanmar,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,16948.35742,18947.71875,17732.08008,19126.41406,18793.87695,17328.50195,18123.78906,18868.25781,20229.3418,20400.24805,19723.25391,20297.26172,20942.0957,21811.28906,22773.65039,23768.84961,24678.27344,26145.13281,28100.80273,29888.28906,31784.52734,33847.07031,35302.30078,35453.98828,34945.26172,32203.42383,30393.0332,31143.17188,31437.20898,32066.92383,37512.82031,41305.28516,43317.97266,46061.35156,46557.25,48451.65625,52706.28516,51754.89844,52431.55469,56048.42578,63142.58984,70758.34375,78092.52344,88934.07813,99447.01563,114968.7109,131201.6719,155104.0938,185371.8594,206254.2813,168006.2813,236906.2656,251934.0313,250120.6406,249850.7656,254256.9844,264090.5313,277804.5938
MNE,Montenegro,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757.466797,6155.433594,4610.696289,2928.129883,2986.432129,3447.509766,4394.712402,4661.966309,4950.726563,4519.855957,5019.919434,5304.007324,5193.640137,5283.05127,5620.187988,5941.95752,7603.369141,9623.513672,10162.76367,9588.732422,10181.38281,10625.55762,10266.87402,10246.2666,10231.02051,11122.04883,11525.88086,12197.83398,12825.20703,13872.33887
MNG,Mongolia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,1652.287842,1733.785645,1795.724365,1948.69104,2061.767334,2202.398682,2270.002441,2487.76709,2593.996826,2706.087891,3140.581787,2887.255859,3429.793701,3896.720459,4392.885254,4424.029785,4791.22998,5227.657227,5538.520508,5511.145508,7753.082031,5688.836426,5459.260254,4404.264648,4642.379395,5988.32373,5622.546875,5928.436035,5988.943359,6374.864258,7219.756348,8101.124023,8930.143555,9786.141602,11622.75781,13851.5,16343.2998,18852.16992,20404.91797,19529.56836,23139.06055,29296.2793,34010.41016,33190.04297,32481.05078,31962.45508,31330.4043,32623.93945,34172.03516,38103.89844
MOZ,Mozambique,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,4058.952637,4208.3125,4709.626465,4781.988281,4967.694824,5040.697754,5113.482422,5778.354004,6086.573242,6441.690918,6237.037109,6699.464355,7030.493652,7210.469238,7211.300293,7373.833496,7849.926758,7801.888672,7979.473633,8172.623047,7926.709961,8535.337891,8522,7360.250488,8132.989258,5432.463867,8167.746582,8110.95166,8177.289063,8893.470703,8890.171875,9629.62207,8618.004883,9362.084961,10221.25977,10631.19824,11490.28613,12478.58301,13352.37695,14305.27832,14538.97168,15967.22266,18659.99023,20747.50586,21438.53125,23340.10938,24305.50977,25625.13086,26735.10156,27495.95313,27887.92969,27486.92969,28741.29883,30001.94727,32854.64844,36003.83203,39532.22656,36286.99219,36693.69531,37394.91406
MRT,Mauritania,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,1874.418457,1864.276611,2129.322998,2015.268799,2754.077148,3207.87915,3215.107666,3597.062988,4175.245605,3913.394775,4432.70752,4499.85498,4655.59668,4506.158691,5081.103027,5761.395508,6237.036621,6151.994629,5397.314453,5850.825195,5822.47998,6156.880371,5843.358398,5893.250488,5723.227539,5852.05957,5951.123535,6124.176758,6281.262207,6359.631836,6311.905762,6455.314941,6786.649902,7271.598633,7666.89502,7477.709473,8093.206055,7690.451172,8056.884766,8147.425781,8184.208984,8118.800781,8635.905273,9192.181641,10604.78418,10966.54785,11893.68945,12372.7627,12462.41113,12731.0957,15369.44727,16041.02441,16051.30664,17794.67773,16585.16797,17650.23828,18554.21094,21135.25977,20868.12305,21248.32227
MSR,Montserrat,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,126.9990845,130.2177887,132.989563,134.1798706,134.6474915,143.8899994,138.5083771,136.8410492,140.6347656,156.9632568,169.4897003,173.0847473,183.7753754,177.2685242,181.4040527,193.5787811,206.9915466,218.5713959,246.8553009,292.697052,340.233429,269.4337158,240.4608459,235.0791931,230.9108124,206.3386383,139.3335266,129.635849,103.9322968,102.8608246,93.61626434,88.52624512,92.36632538,93.29847717,97.71900177,99.64659882,99.27111053,100.0749969,105.5528641,98.51795959,94.31238556,112.682312,92.94554901,78.66127777,79.16616058,71.5399704,81.19315338,72.45031738,75.13103485,81.0855484
MUS,Mauritius,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),2392.79834,2485.607666,2565.984375,2543.855225,2508.724609,2631.048584,2707.312256,2825.546875,2761.32666,2857.839355,2563.562744,2887.749268,3180.0896,3257.668457,3714.824463,3508.878662,3620.404541,3939.612549,3222.301025,3249.436035,3930.724121,4187.928711,4378.874023,4586.410156,4448.5625,4473.251953,5961.556152,6253.562988,6420.055176,6019.627441,6036.096191,6286.958984,6523.018555,6676.96875,7742.529297,7639.168945,8369.553711,10403.40234,10572.37402,11110.93652,12178.43066,13277.81543,13441.81738,14440.28516,15545.24609,16543.62891,18634.91016,18617.85156,19139.92969,19105.17773,19275.31055,18870.27539,18936.23438,18729.62305,18701.28906,18000.16797,19204.39844,21196.46289,21059.65234,20611.79688,20987.23633,23205.75586,23808.92383,24090.54883,24654.83203,25146.56055,27533.56836,28156.85547,28812.90234,30030.89648
MWI,Malawi,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,2392.555176,2537.185791,2701.165771,2913.82251,2967.790039,2863.301514,3149.169678,3247.651611,3327.060791,3375.650879,3352.260254,3887.973389,4503.271484,4675.20459,4801.557129,5154.464355,5337.820801,6075.245605,6678.155273,6495.744141,6897.40918,7275.857422,7317.836426,7386.746094,7678.794922,7515.615723,7719.348145,8024.905762,8470.125,9170.258789,9815.950195,11060.31934,10380.44629,9900.291016,9515.900391,10324.1416,10022.73633,10742.00977,9563.665039,10240.58105,11915.48047,11488.96094,11098.24414,12175.9873,10370.31738,10785.75586,10613.67773,9784.744141,11889.60742,12312.8877,14211.16797,15348.34961,16006.75,19315.09766,22524.55469,17135.70703,16996.78906,17916.68164,16572.89844,19010.34961,17539.46484,18787.03906,18678.51172,20276.86133,20631.86914,21734.96094
MYS,Malaysia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,17221.0332,18229.45898,18430.91797,18387.65039,19658.49805,20788.29297,22739.29297,24471.72266,26439.35352,28732.93945,30598.16602,32853.84375,33834.33594,35585.51953,36684.26563,39853.52734,48873.625,52637.35547,59680.10938,66662.94531,64545.89063,71911.92969,77069.61719,82774.83594,90702.26563,99089.99219,105046.8047,112060.0469,119271.6328,127926.6719,120533.7813,109654.1797,117710.1094,129095.0625,143963.3281,160798.3125,177293.6719,191573.125,205984.0781,225034.5938,248901.9688,268137.9375,286946.5313,251788.1875,264001.0313,307223.875,303091.2813,325309.2188,344940.5938,380406.5313,421896.3438,442016.4063,487090.5,536332.5,514644.0625,553858.9375,623522.5,669644.0625,690253.0625,696353.25,703717.5,721369.125,751462.375,783648.9375,818144.5625
NAM,Namibia,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,2397.183594,2432.505127,2894.365234,3105.415527,3504.701172,3649.619385,3884.595459,3909.969238,4064.223633,4355.828613,4725.344727,4965.175293,5077.796387,5244.397949,5478.225098,5598.008301,5702.588867,5678.174316,5814.395996,6028.918457,6219.540039,6310.842285,6541.648926,6380.089355,6577.941406,6877.039551,7153.961426,7268.531738,7266.77832,7549.28418,6949.268066,7796.76416,8132.581543,8336.328125,8512.219727,8849.609375,9332.59082,9604.170898,10037.88477,10454.47754,10746.70996,11129.61621,11674.83984,11639.27734,12707.85547,13676.53613,15168.39746,15745.37598,17253.20508,17222.86914,18393.20508,19945.60547,21619.77734,21438.25977,24600.73438,25204.37891,24701.80469,23838.63477,23340.68164,23621.18945
NER,Niger,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,6837.700684,7355.819336,8150.537598,8858.058594,8752.790039,9121.610352,9051.667969,9260.848633,9460.130859,8735.543945,9196.993164,9492.37793,9190.139648,7874.275879,8800.300781,8066.418945,8699.053711,9731.18457,10256.45898,11493.02051,11346.69043,10826.18457,10993.30664,10755.71094,8335.552734,9053.911133,9093.005859,9126.066406,9136.851563,9035.219727,9432.799805,9434.289063,9431.353516,9419.538086,9578.694336,10357.25684,10283.92285,10425.87012,11577.99121,11791.32031,11463.67773,12507.625,13222.1416,13810.68359,13379.13672,14136.41797,14965.23828,15348.09766,16637.18555,17289.47266,19750.75977,19493.91016,21563.44336,21612.55273,22906.28516,23782.56836,23802.82031,24374.99805,26685.71094,28234.16992
NGA,Nigeria,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),58341.02734,58977.125,59861.76953,62686.76172,69552.86719,66921.80469,64632.81641,63952.17969,68237.66406,76035.19531,84621.92969,87346.21094,90991,96816.97656,97000.44531,109005.4844,109934.7188,94285.98438,94620.39063,117403.2188,161446.3594,181099.1094,194502.5469,234974.7656,266735.6875,275716,287761.5625,314666.9688,328591.75,344977.3125,376510.375,353479.3125,309567.0313,253868.9688,229541.75,300258.8125,161753.0469,118266.6328,102831.9141,92062.77344,96045.30469,77605.51563,90330.07813,71423.40625,57764.04297,51696.09766,51745.82031,55394.57813,55166.46094,85299.78906,119590.5703,125884.3984,168533.5,222586.8125,301597.6563,492430.3438,570146.6875,628266.9375,650202.25,695897,798407.4375,861913.375,881059.875,936732,999923.6875,1011644.5,986923.4375,966005.4375,1013038.625,995048.3125
NIC,Nicaragua,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),4704.378906,5367.938965,6220.363281,6579.72998,7130.960449,7635.66748,7584.873535,8207.453125,8284.97168,8405.083984,8391.449219,9041.345703,10285.23047,11212.20898,12594.55371,14163.02539,14381.91211,15462.89648,15722.98047,16491.07422,16818.1582,17443.50781,17005.72656,19340.17188,22535.83984,20658.93359,22276.4043,25921.33398,21457.78906,13346.33691,18269.96875,19383.75195,18647.00391,19973.57813,19987.82422,20553.36133,19740.37109,20622.98633,15463.90918,14188.27344,14511.375,14943.43555,14679.32813,14253.11914,15189.63379,16157.31152,16917.15625,17602.45313,18553.45508,19702.78906,20019.98633,20367.25977,20357.29492,20904.06641,21662.06445,22986.12305,23340.62109,24513.8457,25269.44922,24862.31836,25638.07227,27112.77344,27883.01953,28695.63867,30495.11328,32759.4707,34920.29688,36103.94531,33920.75,33074.5
NLD,Netherlands,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),86290.03125,89913.75,92972.39063,101351.9766,107211.8125,115221.7891,119874.8672,123946.1641,125116.8125,132519.7656,140448.1094,143585.1875,151812.1563,154683,172735.1406,179888.2188,186511.9063,197928.9219,213003.8594,232730.7813,248515.5156,263740.9375,275134.8125,297011.0938,312283.2188,316202.875,332955.6875,335758.0625,346746.0625,355195.3125,365268.0625,352141.25,343919.0625,347366.5625,354093.7813,354548.25,365008.6875,366090.3438,381036.3125,397321.4063,414992.9688,428902.0625,439654.75,449616.625,467388.1563,486166.6563,502290.0313,547158.9375,582111.8125,629177.625,693175,697842.25,704857.375,699592.5625,711933.9375,777483.125,815527.75,865110.5625,868760.6875,823749.375,818680.5625,824565.875,844316.0625,883850.5625,836231.375,873971.9375,880249.3125,923126.375,936653.6875,950203.4375
NOR,Norway,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),30406.76563,31451.31445,33539.54688,35679.24609,36598.60938,37088.59375,38553.14063,40215.35938,40445.36328,41674.45313,41019.65234,43417.37891,44784.92969,46847.72266,49812.57422,52407.80469,55031.43359,58576.51563,61360.80859,63719.01172,52405.95313,58547.41406,65672.77344,68346.07813,69997.05469,78251.53125,88250.15625,89196.86719,97964.60156,105745.8672,112736.1016,113027.8594,112022.25,117601.8203,123982,129295.7578,122600.7578,126883.8672,122066.3672,126880.4531,138379.8594,128007.4531,153464.7656,145550.9688,150421.2344,159686.9219,178063.6406,188041.3125,184014.5,208386.3281,260326.125,256760.6406,257674.2813,273262.4688,294734.7188,356328.9688,381766.4063,381918.2188,426297.7813,369543.25,390666.7813,437097.6563,452152.25,433826.4063,412995.7188,367195.7813,346901.125,368649.6563,401029.7813,388492.4688
NPL,Nepal,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,7627.390137,7700.080566,7940.700684,7976.411621,8786.399414,8659.537109,9346.78125,9157.930664,9235.111328,9713.449219,10237.27734,9982.539063,10338.2002,10142.78711,10637.49902,10795.97949,11229.61914,11526.89648,11952.85059,12527.06641,11994.31641,13344.85742,14206.7168,14791.24316,15774.73242,16554.5332,17773.08398,18102.9043,19553.10938,21285.43945,21927.69922,23895.41016,24164.02148,26052.58789,31405.14258,33552.00391,36341.81641,36444.09375,35181.19531,35194.63281,35912.63281,34357.875,34377.14063,37885.76953,36817.39063,37749.30469,39594.8125,42135.46094,46566.80859,52722.69141,58255.98438,63625.375,69643.26563,72430.95313,77019.13281,76481.92969,80007.91406,90584.32031,97354.35938,103970.75
NZL,New Zealand,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),22645.83789,20778.48828,21893.93555,22739.95313,24934.16211,25825.67578,26388.69531,27515.91406,28660.78516,29994.44141,33215.76172,35262.82813,36604.33984,38888.29297,40556.37109,43190.38672,46260.61328,44387.13281,44514.13672,49163.32422,48134.29688,50543.92969,53528.74219,57446.28906,58876.15234,58029.16016,59615.60938,57276.96484,56661.46484,56146.89453,56337.11719,58090.16797,58862.6875,62636.01563,65483.89063,65353.06641,69743.21875,72445.92969,75966.71094,76732.60156,76853.21875,75029.38281,77873.28125,83070.78125,88623.375,92913.66406,96934.11719,100829.4531,103636.4688,110853.2266,112532.0078,116162.2891,119872.5313,123044.9141,124094.3359,127069.5703,129990.125,139073.6563,139625.9219,143456.5625,149241.125,157098.0156,156655.25,161479.625,165406.1875,169962.6875,180003.5313,186806.4375,190758.9844,199241.375
OMN,Oman,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),,,,,,,,,,,,,,,,,,,,,4202.664063,4373.40332,4783.525879,4271.900879,5773.807129,7366.997559,8787.203125,9873.058594,11762.63965,13310.17188,14774.07129,17135.72852,17902.08594,19985.49219,21903.55078,25053.41797,18973.16211,21191.5957,17233.03125,20934.41992,24068.29102,20102.73438,26935.6875,24274.49023,23593.63672,26915.21289,29497.04492,30837.98438,29184.63867,35394.93359,44723.01172,48027,50949.09375,59743.02344,74713.89063,81457.28125,109069.7344,121316.0547,147634.1563,126788.5313,137564.1563,162583.125,174555.6875,178253.2813,164934.5,148842.4219,142601.0938,145009.25,155030.0469,150306.2969
PAK,Pakistan,cgdpo,Output-side real GDP at current PPPs (in mil. 2017US$),47288.51172,47636.91406,47017.58594,49301.32813,49719.55859,48841.61719,51898.28516,51797.36719,51998.25,55636.10547,55815.25391,58815.75,63341.01172,67454.625,72414.27344,79526,88110.99219,90356.88281,95381.875,102759.8203,112568.9375,114629.875,117107.3828,122555.5938,127196.9219,131718.0313,138739.7031,143307.5781,152831.5469,159013.4531,170840.3438,181617.6563,191595.5,204392.1563,215909.5625,230968.9531,239407.4063,255109.8438,273736.0938,287656.8125,295157.3125,296386.5313,315102.8438,324905.7813,329508.5938,349615.1875,368728.2188,368406.4688,383434.875,393612.2813,406070.7188,409596.2188,427426.2188,441377.5313,477929.5,536281.9375,590064.875,635018.3125,674950.125,712757,759389.4375,826120,843301.6875,847835.6875,875749.875,927340.8125,934175.5,986242.5625,1051934.75,1089080.25
